Decile Change 2014 to 2015 for State & State Integrated Schools,,,,,,,,,,,,
,,,,,,,,,,,,
Inst #,School Name,Final 2015 Decile,"Final 2015 
Step","July 2014 Funding roll
Years 9+","July 2014 Funding roll
Total ",School Type,Authority,Territorial Local Authority,Regional Council,Ministry of Education Local Office,General Electorate,Māori Electorate
2654,Puketapu School (Hawkes Bay),10,Z,0,226,Full Primary,State,Hastings District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
2223,Puketapu School (New Plymouth),4,L,0,201,Full Primary,State,New Plymouth District,Taranaki Region,Whanganui,New Plymouth,Te Tai Hauauru
1908,Pukete School,5,M,0,420,Contributing,State,Hamilton City,Waikato Region,Hamilton,Hamilton West,Hauraki-Waikato
1455,Puni School,5,M,0,208,Contributing,State,Auckland- Franklin,Auckland Region,Auckland South,Hunua,Hauraki-Waikato
3807,Purakaunui School,10,Z,0,16,Full Primary,State,Dunedin City,Otago Region,Dunedin,Dunedin North,Te Tai Tonga
1911,Puriri School,8,P,0,23,Full Primary,State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
1089,Purua School,7,O,0,25,Full Primary,State,Whangarei District,Northland Region,Whangarei,Northland,Te Tai Tokerau
494,Putaruru College,3,I,280,380,Secondary (Year 7-15),State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
1658,Putaruru Primary School,2,D,0,186,Contributing,State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
2657,Putere School,2,F,0,10,Full Primary,State,Wairoa District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
2658,Putorino School,4,L,0,12,Full Primary,State,Hastings District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
1916,Pyes Pa Road School,9,Q,0,163,Full Primary,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty,Waiariki
287,Queen Charlotte College,6,N,251,343,Secondary (Year 7-15),State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
201,Queen Elizabeth College,3,G,207,207,Secondary (Year 9-15),State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
384,Queens High School,5,M,403,403,Secondary (Year 9-15),State,Dunedin City,Otago Region,Dunedin,Dunedin South,Te Tai Tonga
3479,Queenspark School,8,P,0,529,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Christchurch East,Te Tai Tonga
4005,Queenstown School,10,Z,0,664,Full Primary,State,Queenstown-Lakes District,Otago Region,Dunedin,Clutha-Southland,Te Tai Tonga
2429,Raetihi Primary School,2,D,0,189,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
125,Raglan Area School,4,L,114,443,Composite (Year 1-15),State,Waikato District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
1679,Rahotu School,5,M,0,116,Full Primary,State,South Taranaki District,Taranaki Region,Whanganui,New Plymouth,Te Tai Hauauru
291,Rai Valley Area School,5,M,30,86,Composite (Year 1-15),State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
3480,Rakaia School,6,N,0,197,Full Primary,State,Ashburton District,Canterbury Region,Christchurch,Selwyn,Te Tai Tonga
2226,Ramanui School,2,E,0,42,Contributing,State,South Taranaki District,Taranaki Region,Whanganui,Whanganui,Te Tai Hauauru
1456,Ramarama School,8,P,0,201,Full Primary,State,Auckland- Franklin,Auckland Region,Auckland South,Hunua,Hauraki-Waikato
6944,Randwick Park School,1,B,0,578,Full Primary,State,Auckland- Manurewa,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
2969,Randwick School,3,H,0,155,Full Primary,State,Lower Hutt City,Wellington Region,Wellington,Hutt South,Te Tai Tonga
1457,Rangeview Intermediate,4,L,0,671,Intermediate,State,Auckland- Henderson-Massey,Auckland Region,Auckland North,Te Atatu,Te Tai Tokerau
2970,Rangikura School,2,E,0,367,Full Primary,State,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru
3481,Rangiora Borough School,7,O,0,564,Full Primary,State,Waimakariri District,Canterbury Region,Christchurch,Waimakariri,Te Tai Tonga
312,Rangiora High School,9,Q,1653,1653,Secondary (Year 9-15),State,Waimakariri District,Canterbury Region,Christchurch,Waimakariri,Te Tai Tonga
418,Rangiora New Life School,9,Q,204,361,Composite (Year 1-15),State: Integrated,Waimakariri District,Canterbury Region,Christchurch,Waimakariri,Te Tai Tonga
1919,Rangiriri School,1,C,0,18,Full Primary,State,Waikato District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
1754,Rangitaiki School,5,M,0,21,Full Primary,State,Taupo District,Bay of Plenty Region,Rotorua,Taupo,Waiariki
195,Rangitikei College,3,H,286,286,Secondary (Year 9-15),State,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
28,Rangitoto College,10,Z,2821,2821,Secondary (Year 9-15),State,Auckland- Upper Harbour,Auckland Region,Auckland North,East Coast Bays,Te Tai Tokerau
1920,Rangitoto School,6,N,0,42,Full Primary,State,Waitomo District,Waikato Region,Hamilton,Taranaki-King Country,Te Tai Hauauru
1921,Rangiuru School,4,J,0,60,Full Primary,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2434,Rangiwaea School,10,Z,0,12,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
1458,Ranui School,2,D,0,391,Contributing,State,Auckland- Henderson-Massey,Auckland Region,Auckland North,Te Atatu,Te Tai Tokerau
3214,Ranzau School,9,Q,0,145,Contributing,State,Tasman District,Tasman Region,Nelson,Nelson,Te Tai Tonga
2971,Rapaura School,9,Q,0,156,Full Primary,State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
133,Raphael House Rudolf Steiner Area School,10,Z,127,323,Composite (Year 1-15),State: Integrated,Lower Hutt City,Wellington Region,Wellington,Hutt South,Ikaroa-Rawhiti
2972,Raroa Normal Intermediate,10,Z,0,622,Intermediate,State,Wellington City,Wellington Region,Wellington,Ohariu,Te Tai Tonga
2973,Rata Street School,2,D,0,357,Contributing,State,Lower Hutt City,Wellington Region,Wellington,Rimutaka,Ikaroa-Rawhiti
2227,Ratapiko School,7,O,0,6,Full Primary,State,New Plymouth District,Taranaki Region,Whanganui,Taranaki-King Country,Te Tai Hauauru
245,Rathkeale College,9,Q,270,270,Secondary (Year 9-15),State: Integrated,Masterton District,Wellington Region,Wellington,Wairarapa,Ikaroa-Rawhiti
1922,Raukokore School,2,E,0,13,Full Primary,State,Opotiki District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2974,Raumati Beach School,9,Q,0,669,Full Primary,State,Kapiti Coast District,Wellington Region,Wellington,Mana,Te Tai Hauauru
2975,Raumati South School,9,Q,0,422,Full Primary,State,Kapiti Coast District,Wellington Region,Wellington,Mana,Te Tai Hauauru
2662,Raureka School,2,E,0,272,Contributing,State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
1092,Raurimu Avenue School,3,G,0,121,Full Primary,State,Whangarei District,Northland Region,Whangarei,Whangarei,Te Tai Tokerau
3808,Ravensbourne School,6,N,0,29,Contributing,State,Dunedin City,Otago Region,Dunedin,Dunedin North,Te Tai Tonga
1093,Rawene School,3,G,0,85,Full Primary,State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
2228,Rawhitiroa School,8,P,0,33,Full Primary,State,South Taranaki District,Taranaki Region,Whanganui,Whanganui,Te Tai Hauauru
1194,Red Beach School,9,Q,0,616,Contributing,State,Auckland- Hibiscus and Bays,Auckland Region,Auckland North,Rodney,Te Tai Tokerau
3483,Redcliffs School,10,Z,0,219,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Port Hills,Te Tai Tonga
1459,Redhill School,1,A,0,218,Full Primary,State,Auckland- Papakura,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
1460,Redoubt North School,2,E,0,639,Full Primary,State,Auckland- Otara-Papatoetoe,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
3484,Redwood School (Christchurch),8,P,0,355,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,Te Tai Tonga
2976,Redwood School (Tawa),10,Z,0,432,Contributing,State,Wellington City,Wellington Region,Wellington,Ohariu,Te Tai Hauauru
2977,Redwoodtown School,4,K,0,302,Full Primary,State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
496,Reefton Area School,6,N,74,195,Composite (Year 1-15),State,Buller District,West Coast Region,Nelson,West Coast-Tasman,Te Tai Tonga
2663,Reignier Catholic School,9,Q,0,200,Contributing,State: Integrated,Napier City,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
6783,Remarkables Primary School,10,Z,0,526,Full Primary,State,Queenstown-Lakes District,Otago Region,Dunedin,Clutha-Southland,Te Tai Tonga
1461,Remuera Intermediate,8,P,0,913,Intermediate,State,Auckland- Orakei,Auckland Region,Auckland South,Epsom,Tamaki Makaurau
1462,Remuera School,10,Z,0,662,Contributing,State,Auckland- Orakei,Auckland Region,Auckland South,Epsom,Tamaki Makaurau
2978,Renwick School,7,O,0,508,Full Primary,State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
164,Reporoa College,6,N,237,327,Secondary (Year 7-15),State,Rotorua District,Waikato Region,Rotorua,Rotorua,Waiariki
1923,Reporoa School,4,K,0,117,Contributing,State,Rotorua District,Waikato Region,Rotorua,Rotorua,Waiariki
2664,Rere School,8,P,0,26,Full Primary,State,Gisborne District,Gisborne Region,Napier,Napier,Ikaroa-Rawhiti
6978,Reremoana Primary School,9,Q,0,363,Full Primary,State,Auckland- Manurewa,Auckland Region,Auckland South,Papakura,Tamaki Makaurau
2979,Rewa Rewa School,9,Q,0,71,Contributing,State,Wellington City,Wellington Region,Wellington,Ohariu,Te Tai Tonga
1924,Rhode Street School,2,F,0,214,Full Primary,State,Hamilton City,Waikato Region,Hamilton,Hamilton West,Hauraki-Waikato
334,Riccarton High School,6,N,901,901,Secondary (Year 9-15),State,Christchurch City,Canterbury Region,Christchurch,Wigram,Te Tai Tonga
3485,Riccarton School,3,G,0,211,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Wigram,Te Tai Tonga
1463,Richmond Road School,8,P,0,349,Contributing,State,Auckland- Waitemata,Auckland Region,Auckland South,Auckland Central,Tamaki Makaurau
2665,Richmond School (Napier),1,A,0,141,Contributing,State,Napier City,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
3216,Richmond School (Nelson),7,O,0,457,Contributing,State,Tasman District,Tasman Region,Nelson,Nelson,Te Tai Tonga
421,Richmond View School,5,M,0,117,Full Primary,State: Integrated,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
1433,Ridgeview School,9,Q,0,73,Contributing,State,Auckland- Upper Harbour,Auckland Region,Auckland North,Helensville,Te Tai Tokerau
2980,Ridgway School,9,Q,0,217,Full Primary,State,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga
4006,Rimu School,9,Q,0,91,Full Primary,State,Southland District,Southland Region,Invercargill,Invercargill,Te Tai Tonga
2667,Riverdale School (Gisborne),1,C,0,180,Contributing,State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
2437,Riverdale School (P North),8,P,0,360,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
1464,Riverhead School,9,Q,0,292,Full Primary,State,Auckland- Rodney,Auckland Region,Auckland North,Helensville,Te Tai Tokerau
1465,Riverhills School,4,J,0,69,Contributing,State,Auckland- Howick,Auckland Region,Auckland South,Pakuranga,Tamaki Makaurau
1466,Riverina School,3,H,0,159,Contributing,State,Auckland- Howick,Auckland Region,Auckland South,Pakuranga,Tamaki Makaurau
2981,Riverlands School,6,N,0,254,Full Primary,State,Marlborough District,Marlborough Region,Nelson,Kaikoura,Te Tai Tonga
4007,Riversdale School,9,Q,0,145,Full Primary,State,Southland District,Southland Region,Invercargill,Clutha-Southland,Te Tai Tonga
2668,Riverslea School,1,A,0,56,Contributing,State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
4008,Riverton School,6,N,0,167,Contributing,State,Southland District,Southland Region,Invercargill,Invercargill,Te Tai Tonga
1594,Riverview School,7,O,0,337,Contributing,State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
3217,Riwaka School,5,M,0,153,Full Primary,State,Tasman District,Tasman Region,Nelson,West Coast-Tasman,Te Tai Tonga
1467,Robertson Road School,1,C,0,509,Full Primary,State,Auckland- Mangere-Otahuhu,Auckland Region,Auckland South,Mangere,Tamaki Makaurau
23,Rodney College,4,K,359,359,Secondary (Year 9-15),State,Auckland- Rodney,Auckland Region,Auckland North,Northland,Te Tai Tokerau
3488,Rolleston School,10,Z,0,739,Full Primary,State,Selwyn District,Canterbury Region,Christchurch,Selwyn,Te Tai Tonga
3811,Romahapa School,9,Q,0,51,Full Primary,State,Clutha District,Otago Region,Dunedin,Clutha-Southland,Te Tai Tonga
358,Roncalli College,7,O,495,495,Secondary (Year 9-15),State: Integrated,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
1468,Rongomai School,1,A,0,175,Contributing,State,Auckland- Otara-Papatoetoe,Auckland Region,Auckland South,Botany,Tamaki Makaurau
277,Rongotai College,6,N,590,590,Secondary (Year 9-15),State,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga
2438,Rongotea School,8,P,0,86,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
1470,Roscommon School,1,A,0,575,Contributing,State,Auckland- Manurewa,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
1471,Rosebank School (Auckland),2,E,0,442,Contributing,State,Auckland- Whau,Auckland Region,Auckland South,Kelston,Tamaki Makaurau
3812,Rosebank School (Balclutha),6,N,0,264,Full Primary,State,Clutha District,Otago Region,Dunedin,Clutha-Southland,Te Tai Tonga
102,Rosehill College,5,M,1654,1654,Secondary (Year 9-15),State,Auckland- Papakura,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
1473,Rosehill Intermediate,3,H,0,418,Intermediate,State,Auckland- Papakura,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
1472,Rosehill School,2,E,75,185,Special School,State,Auckland- Papakura,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
2982,Roseneath School,10,Z,0,122,Full Primary,State,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga
2439,Roslyn School,3,G,0,326,Full Primary,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
39,Rosmini College,9,Q,706,1029,Secondary (Year 7-15),State: Integrated,Auckland- Devonport-Takapuna,Auckland Region,Auckland North,North Shore,Te Tai Tokerau
2440,Ross Intermediate,6,N,0,511,Intermediate,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
3489,Ross School,5,M,0,30,Contributing,State,Westland District,West Coast Region,Nelson,West Coast-Tasman,Te Tai Tonga
3490,Rotherham School,10,Z,0,35,Contributing,State,Hurunui District,Canterbury Region,Christchurch,Kaikoura,Te Tai Tonga
1930,Rotokauri School,8,P,0,184,Full Primary,State,Waikato District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
1931,Rotokawa School,4,K,0,206,Contributing,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1927,Roto-O-Rangi School,9,Q,0,88,Contributing,State,Waipa District,Waikato Region,Hamilton,Taupo,Hauraki-Waikato
152,Rotorua Boys' High School,3,G,700,700,Secondary (Year 9-15),State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
153,Rotorua Girls' High School,3,G,604,604,Secondary (Year 9-15),State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1933,Rotorua Intermediate,3,H,0,632,Intermediate,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
154,Rotorua Lakes High School,5,M,626,626,Secondary (Year 9-15),State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
4129,Rotorua S D A School,4,L,0,27,Full Primary,State: Integrated,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1934,Rotorua School,3,H,0,191,Full Primary,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
6976,Rototuna Primary School,10,Z,0,712,Contributing,State,Hamilton City,Waikato Region,Hamilton,Hamilton East,Hauraki-Waikato
1474,Rowandale School,1,A,0,482,Contributing,State,Auckland- Manurewa,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
3492,Rowley Avenue School,1,B,0,103,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Wigram,Te Tai Tonga
375,Roxburgh Area School,7,O,51,162,Composite (Year 1-15),State,Central Otago District,Otago Region,Dunedin,Waitaki,Te Tai Tonga
1351,Royal Oak Intermediate School,2,F,0,382,Intermediate,State,Auckland- Maungakiekie-Tamaki,Auckland Region,Auckland South,Mt Roskill,Tamaki Makaurau
1475,Royal Oak School,8,P,0,624,Contributing,State,Auckland- Puketapapa,Auckland Region,Auckland South,Mt Roskill,Tamaki Makaurau
1476,Royal Road School,2,E,0,277,Full Primary,State,Auckland- Henderson-Massey,Auckland Region,Auckland North,Upper Harbour,Te Tai Tokerau
3493,Roydvale School,10,Z,0,261,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Ilam,Te Tai Tonga
2669,Ruahine School,7,O,0,148,Full Primary,State,Tararua District,Manawatu-Wanganui Region,Wellington,Wairarapa,Ikaroa-Rawhiti
1094,Ruakaka School,4,K,0,171,Contributing,State,Whangarei District,Northland Region,Whangarei,Whangarei,Te Tai Tokerau
1675,Ruakituri School,7,O,0,7,Full Primary,State,Wairoa District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
183,Ruapehu College,2,F,158,158,Secondary (Year 9-15),State,Ruapehu District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
1477,Ruapotaka School,1,A,0,197,Full Primary,State,Auckland- Maungakiekie-Tamaki,Auckland Region,Auckland South,Maungakiekie,Tamaki Makaurau
22,Ruawai College,4,J,141,189,Secondary (Year 7-15),State,Kaipara District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1095,Ruawai Primary School,3,I,0,97,Contributing,State,Kaipara District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1937,Ruawaro Combined School,4,K,0,37,Full Primary,State,Waikato District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
419,Rudolf Steiner School (Chch),8,P,120,374,Composite (Year 1-15),State: Integrated,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,Te Tai Tonga
1938,Rukuhia School,8,P,0,115,Full Primary,State,Waipa District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
3495,Runanga School,3,G,0,68,Full Primary,State,Grey District,West Coast Region,Nelson,West Coast-Tasman,Te Tai Tonga
4011,Ruru Special School,4,J,54,67,Special School,State,Invercargill City,Southland Region,Invercargill,Invercargill,Te Tai Tonga
1096,Russell School (Bay Of Islands),5,M,0,77,Full Primary,State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
2983,Russell School (Porirua East),1,B,0,121,Contributing,State,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru
